epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_sec,is_best,early_stop_counter
1,1.00827334,0.68274435,1.28000167,0.60264484,0.0010000000,105.7610,1,0
2,0.43160830,0.86134989,0.97151144,0.70277078,0.0010000000,105.4033,1,0
3,0.28491350,0.90974212,0.54209359,0.82745592,0.0010000000,105.6850,1,0
4,0.19793972,0.93759949,0.37445586,0.87531486,0.0010000000,105.8271,1,0
5,0.14923393,0.95319962,0.43422494,0.86649874,0.0010000000,105.4629,0,0
6,0.12762492,0.95940783,0.47385012,0.86397985,0.0010000000,105.7362,0,0
7,0.10052322,0.96800382,0.30060014,0.91057935,0.0010000000,105.3937,1,0
8,0.09908639,0.96895893,0.45044809,0.86523929,0.0010000000,105.6647,0,1
9,0.09449153,0.97102833,0.34355879,0.90176322,0.0010000000,105.7075,0,2
10,0.10295380,0.96752627,0.26213635,0.91624685,0.0010000000,105.7716,1,0
11,0.07252546,0.97771410,0.25995000,0.92695214,0.0010000000,105.6374,1,0
12,0.06103096,0.98185291,0.16347161,0.95214106,0.0010000000,105.6271,1,0
13,0.06128362,0.98153454,0.19112657,0.94458438,0.0010000000,105.8124,0,1
14,0.04838714,0.98487743,0.20144496,0.94080605,0.0010000000,105.4846,0,2
15,0.05531963,0.98296721,0.21940362,0.93765743,0.0010000000,105.7388,0,3
16,0.04327225,0.98758357,0.17432810,0.95340050,0.0010000000,105.4528,0,4
17,0.04627486,0.98471824,0.16686423,0.95214106,0.0010000000,105.7913,0,5
18,0.04597648,0.98583254,0.15108138,0.95654912,0.0010000000,105.4813,1,0
19,0.05370667,0.98328558,0.13668742,0.96032746,0.0010000000,105.4830,1,0
20,0.04374918,0.98678765,0.15423408,0.95528967,0.0010000000,105.2734,0,1
21,0.02920056,0.99092646,0.14997487,0.96221662,0.0010000000,105.6206,0,2
22,0.02920983,0.99060809,0.15205992,0.95969773,0.0010000000,105.4758,0,3
23,0.02245352,0.99299586,0.09904579,0.97544081,0.0001000000,105.5495,1,0
24,0.02230723,0.99331423,0.10059233,0.97355164,0.0001000000,105.2324,0,1
25,0.02189087,0.99395097,0.12999307,0.96536524,0.0001000000,105.8513,0,2
26,0.03199500,0.99013053,0.11122972,0.97040302,0.0001000000,105.4802,0,3
27,0.01777969,0.99458771,0.10290885,0.97544081,0.0001000000,105.8298,0,4
28,0.01695761,0.99490608,0.09259218,0.97921914,0.0001000000,105.6253,1,0
29,0.01609849,0.99506527,0.10161940,0.97607053,0.0001000000,105.6865,0,0
30,0.00697525,0.99840815,0.08206345,0.98199748,0.0001000000,105.6687,1,1
31,0.00586322,0.99856734,0.08244546,0.98162720,0.0001000000,105.6899,0,2
32,0.00519639,0.99904489,0.08421614,0.98199748,0.0001000000,105.4683,0,3
33,0.00499095,0.99904489,0.08143450,0.98199748,0.0001000000,105.5868,1,4
34,0.00480381,0.99888571,0.08104076,0.98162720,0.0001000000,105.4062,1,5
35,0.00484708,0.99904489,0.08247159,0.98125693,0.0001000000,105.7342,0,6
36,0.00618598,0.99872652,0.08730004,0.98199748,0.0000100000,105.6049,0,7
37,0.00405865,0.99920408,0.08778452,0.98162720,0.0000100000,105.3544,0,8
38,0.00339285,0.99920408,0.08591293,0.98201637,0.0000100000,105.7055,0,9
39,0.00373448,0.99888571,0.08509227,0.98178665,0.0000100000,106.1093,0,10
