epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_sec,is_best,early_stop_counter
1,1.01635567,0.68417701,1.03052542,0.70088161,0.0010000000,99.9857,1,0
2,0.35070460,0.88538682,0.52677865,0.82304786,0.0010000000,99.1321,1,0
3,0.25945904,0.91021968,0.60232389,0.80415617,0.0010000000,98.9530,0,1
4,0.16192000,0.94412607,0.38855331,0.88790932,0.0010000000,99.1087,1,0
5,0.12651220,0.95654250,0.54432999,0.88098237,0.0010000000,99.0680,0,1
6,0.12977800,0.95542821,0.26597104,0.92380353,0.0010000000,99.0566,1,0
7,0.08100931,0.97373448,0.87330232,0.81926952,0.0010000000,98.8080,0,1
8,0.09810137,0.96768545,0.22528873,0.94017632,0.0010000000,99.0897,1,0
9,0.08072846,0.97453040,0.39542138,0.90239295,0.0010000000,99.1971,0,1
10,0.07364741,0.97707736,0.28606781,0.93765743,0.0010000000,99.2534,0,2
11,0.06360300,0.97978351,0.43397918,0.89168766,0.0010000000,99.1757,0,3
12,0.05035285,0.98471824,0.22268073,0.93891688,0.0010000000,100.1657,1,0
13,0.04150552,0.98662846,0.41949645,0.89168766,0.0010000000,100.3638,0,1
14,0.08613585,0.97325692,0.29704752,0.92128463,0.0010000000,99.1318,0,2
15,0.04416607,0.98646928,0.31411378,0.92569270,0.0010000000,99.1704,0,3
16,0.04497242,0.98599172,0.29401841,0.92569270,0.0010000000,99.2138,0,4
17,0.06326524,0.97946514,0.28624882,0.92317380,0.0010000000,101.4352,0,5
18,0.03947941,0.98790194,0.22616903,0.94269521,0.0001000000,100.4733,0,6
19,0.01546960,0.99522445,0.14653885,0.97040302,0.0001000000,99.0341,1,0
20,0.00859005,0.99777141,0.15379529,0.96977330,0.0001000000,98.9341,0,1
21,0.00613761,0.99872652,0.15383726,0.97229219,0.0001000000,99.1012,0,2
22,0.00543966,0.99888571,0.14427332,0.97481108,0.0001000000,98.8995,1,0
23,0.00312245,0.99936326,0.15979632,0.97103275,0.0001000000,99.0897,0,1
24,0.00408543,0.99904489,0.14953656,0.97355164,0.0001000000,98.9259,0,2
25,0.00240022,0.99968163,0.15256927,0.97103275,0.0001000000,99.1045,0,3
26,0.00289379,0.99952245,0.15715462,0.97229219,0.0001000000,99.1638,0,4
27,0.00323076,0.99936326,0.15207157,0.97229219,0.0001000000,99.0151,0,5
28,0.00238657,0.99968163,0.15640062,0.97418136,0.0000100000,98.9477,0,6
29,0.00203605,0.99968163,0.15708053,0.97355164,0.0000100000,98.9493,0,7
30,0.00154763,1.00000000,0.15684902,0.97229219,0.0000100000,98.9307,0,8
31,0.00219655,0.99952245,0.15667941,0.97292191,0.0000100000,99.0321,0,9
32,0.00262110,0.99920408,0.16258893,0.96977330,0.0000100000,99.0852,0,10
